Argument ID,Conclusion,Stance,Premise,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity,Question,entropy,max_prob,max_completion,num_premises
A12119,We should legalize organ trade,against,"Selling organs is dangerous, leading to many deaths on the operating table.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Should we legalize organ trade,0.621,0.4997138209480362,"Selling organs is dangerous, leading to many deaths on the operating table.",68.0
A12158,Social media brings more harm than good,in favor of,people are meaner to each other online because they can't see each other.,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,Does social media bring more harm than good,0.582,0.0670823191867999,people are meaner to each other online because they can't see each other.,72.0
A12194,We should ban human cloning,against,"cloning humans can allow us to advance science and medicine in ways which could save millions of lives by producing organs, stem cells, etc., for those in need.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,Should we ban human cloning,0.406,0.320759226529947,"cloning humans can allow us to advance science and medicine in ways which could save millions of lives by producing organs, stem cells, etc., for those in need.",74.0
A12255,We should prohibit women in combat,against,"women can make a military contribution by serving in the military, allowing them the dignity of defending a country they love.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Should we prohibit women in combat,0.452,0.0402009034772543,"women can make a military contribution by serving in the military, allowing them the dignity of defending a country they love.",66.0
A18002,We should legalize polygamy,against,"Marriage in general is an oppressive and patriarchal structure. Any action that reaffirms or expands marriage is bad, so polygamy shouldn't be legalized.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Should we legalize polygamy,0.426,0.9637921878382842,"Marriage in general is an oppressive and patriarchal structure. Any action that reaffirms or expands marriage is bad, so polygamy shouldn't be legalized.",65.0
A18097,The use of public defenders should be mandatory,in favor of,Separate public and private defender systems contribute to social instability by being a very obvious example of the state providing preferential treatment to the rich.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Should the use of public defenders be mandatory,0.542,0.4990945426074818,Separate public and private defender systems contribute to social instability by being a very obvious example of the state providing preferential treatment to the rich.,71.0
A18099,We should abolish intellectual property rights,in favor of,"maintaining intellectual property rights for all is too expensive, and maintaining these rights might restrict innovation in certain sectors.",1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Should we abolish intellectual property rights,0.425,0.2325693035179877,"maintaining intellectual property rights for all is too expensive, and maintaining these rights might restrict innovation in certain sectors.",76.0
A18101,We should abolish the Olympic Games,against,athletes train their whole lives in hopes that they can represent their country to be the best.,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Should we abolish the Olympic Games,0.445,0.8139042513777199,athletes train their whole lives in hopes that they can represent their country to be the best.,71.0
A18136,We should ban the use of child actors,against,banning child actors would limit movies and tv shows. anything with children in the story would be unable to be made. television and movies for children would no longer exist either.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Should we ban the use of child actors,0.41,0.1701639080551996,banning child actors would limit movies and tv shows. anything with children in the story would be unable to be made. television and movies for children would no longer exist either.,70.0
A18192,We should legalize prostitution,in favor of,"Legalizing prostitution will allow prostitutes to push for equitable contracts and conditions, something they can't do in the status quo since their work is illegal.",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,Should we legalize prostitution,0.428,0.1134842571231906,"Legalizing prostitution will allow prostitutes to push for equitable contracts and conditions, something they can't do in the status quo since their work is illegal.",69.0
A18222,We should subsidize stay-at-home dads,against,"dads, just the same as all parents, do not deserve a subsidy to stay at home. its their children and they should be financially responsible for their upbringing.",0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,Should we subsidize stay-at-home dads,0.513,0.7921286742988419,"dads, just the same as all parents, do not deserve a subsidy to stay at home. its their children and they should be financially responsible for their upbringing.",66.0
A19091,We should ban algorithmic trading,against,"trading using an algorithm is more accurate, quicker, and easier.",1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Should we ban algorithmic trading,0.439,0.2810592059266643,"trading using an algorithm is more accurate, quicker, and easier.",73.0
A19102,We should abolish safe spaces,against,a safe space is a great place for youth to hang out so that they are not in dangerous places.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,Should we abolish safe spaces,0.624,0.4074389740400008,a safe space is a great place for youth to hang out so that they are not in dangerous places.,71.0
A19282,We should prohibit flag burning,in favor of,"the burning of the flag is highly offensive to millions of people and is very likely to incite violence against the person/s doing it, as well as disrespect those  from the military who died to defend the flag",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Should we prohibit flag burning,0.656,0.6407346346133217,"the burning of the flag is highly offensive to millions of people and is very likely to incite violence against the person/s doing it, as well as disrespect those  from the military who died to defend the flag",65.0
A19294,We should abolish the three-strikes laws,in favor of,Recidivism rates are highly unlikely to go down after a third crime; it is therefore just to remove this person from society.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Should we abolish the three-strikes laws,0.408,0.4085082334093349,Recidivism rates are highly unlikely to go down after a third crime; it is therefore just to remove this person from society.,74.0
A19338,Holocaust denial should be a criminal offence,against,Criminalizing holocaust denial gives alt-right organizations a way to play the victim of the state and boost popularity and recruitment.,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,Should Holocaust denial be a criminal offence,0.398,0.4980102830073423,Criminalizing holocaust denial gives alt-right organizations a way to play the victim of the state and boost popularity and recruitment.,72.0
A19347,We should adopt a multi-party system,in favor of,a multi-party ensures that all people and voices are heard and represented.,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Should we adopt a multi-party system,0.396,0.0581839206614625,a multi-party ensures that all people and voices are heard and represented.,67.0
A20043,We should limit executive compensation,against,limiting executive compensation would deter executives from doing their job correctly.,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Should we limit executive compensation,0.405,0.3892842407397175,limiting executive compensation would deter executives from doing their job correctly.,69.0
A20072,We should adopt libertarianism,in favor of,"government today has way too much influence in our daily lives; libertarianism seeks to reduce said interference, while possibly also reducing the amount of money the government spends.",0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Should we adopt libertarianism,0.398,0.1873732711732227,"government today has way too much influence in our daily lives; libertarianism seeks to reduce said interference, while possibly also reducing the amount of money the government spends.",74.0
A20080,We should end racial profiling,in favor of,Racial profiling is a blatant act of discrimination.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Should we end racial profiling,0.401,0.142846377769372,Racial profiling is a blatant act of discrimination.,65.0
A20208,We should end affirmative action,against,i think we shouldn't end it because it makes sure everyone is respected.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Should we end affirmative action,0.583,0.2458978927138713,i think we shouldn't end it because it makes sure everyone is respected.,66.0
A20210,Foster care brings more harm than good,against,"Foster care provides a safe, secure environment for neglected and abused children.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Does foster care bring more harm than good,0.415,0.0840137920650377,"Foster care provides a safe, secure environment for neglected and abused children.",71.0
A20259,Payday loans should be banned,in favor of,ppayday loan providers pray on the poor and those unable to manage their money. rather than give helpful advise on how to budget and cut costs they encourage further spending with access to easy money.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,Should payday loans be banned,0.404,0.6871209315571934,ppayday loan providers pray on the poor and those unable to manage their money. rather than give helpful advise on how to budget and cut costs they encourage further spending with access to easy money.,67.0
A20312,We should subsidize Wikipedia,in favor of,wikipedia is an amazing resource that just about everyone uses.  if it were to disappear many people would lose out.  subsidizing it would be beneficial to all.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Should we subsidize Wikipedia,0.409,0.0587140535366054,wikipedia is an amazing resource that just about everyone uses.  if it were to disappear many people would lose out.  subsidizing it would be beneficial to all.,70.0
A20345,We should ban private military companies,in favor of,"pmcs should be banned, as they are profiting from war and destruction. it is their interest to cause and prolong discord in the world.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Should we ban private military companies,0.408,0.80285531634838,"pmcs should be banned, as they are profiting from war and destruction. it is their interest to cause and prolong discord in the world.",69.0
A21193,We should ban naturopathy,against,"a sick person should be allowed to try anything they want, long as it's legal, that claims it will help them with their ailment.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Should we ban naturopathy,0.404,0.1002388840275592,"a sick person should be allowed to try anything they want, long as it's legal, that claims it will help them with their ailment.",66.0
A21213,We should abolish capital punishment,in favor of,"Criminals are often kept on death row for many years, suffering in anticipation of their death. This makes capital punishment more severe than just depriving the criminal of life.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Should we abolish capital punishment,0.41,0.9920467851044308,"Criminals are often kept on death row for many years, suffering in anticipation of their death. This makes capital punishment more severe than just depriving the criminal of life.",74.0
A21362,We should introduce compulsory voting,in favor of,voting is what drives our country and not voting means that the most preferred people do not get elected.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Should we introduce compulsory voting,0.411,0.4644412583367917,voting is what drives our country and not voting means that the most preferred people do not get elected.,73.0
A21447,We should ban cosmetic surgery,in favor of,"plastic surgery carries risk and when it goes wrong, the nhs have to pay to repair the damage if the patient is suffering or at risk of serious illness.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,Should we ban cosmetic surgery,0.401,0.0464334668957883,"plastic surgery carries risk and when it goes wrong, the nhs have to pay to repair the damage if the patient is suffering or at risk of serious illness.",69.0
A22069,We should ban the Church of Scientology,in favor of,churches in general are just cult and should be banned.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Should we ban the Church of Scientology,0.409,0.9432657125612,churches in general are just cult and should be banned.,74.0
A22143,We should abandon marriage,against,families need to be united and children deserve committed parents.,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Should we abandon marriage,0.436,0.4004440225074194,families need to be united and children deserve committed parents.,65.0
A22265,We should fight urbanization,against,cities provide more jobs for people than rural areas do.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Should we fight urbanization,0.412,0.960320854584816,cities provide more jobs for people than rural areas do.,61.0
A22274,We should subsidize space exploration,in favor of,space exploration is a good adventure. our planet is in a future risk of extinct and we should best prepare our refuge in space exploration,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Should we subsidize space exploration,0.587,0.2371232246562607,space exploration is a good adventure. our planet is in a future risk of extinct and we should best prepare our refuge in space exploration,71.0
A22408,We should adopt a zero-tolerance policy in schools,in favor of,adopting a zero tolerance rule in schools is good for safety.,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Should we adopt a zero-tolerance policy in schools,0.404,0.2181377676876567,adopting a zero tolerance rule in schools is good for safety.,72.0
A22410,Assisted suicide should be a criminal offence,against,easing someone's suffering should not be a criminal offence.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,Should assisted suicide be a criminal offence,0.397,0.7039829762494614,easing someone's suffering should not be a criminal offence.,72.0
A22444,We should abolish the right to keep and bear arms,in favor of,"Guns are designed to kill people, we should be doing everything possible to destroy them and stop their production to save lives, allowing people to keep and bear arms does the absolute opposite of this.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Should we abolish the right to keep and bear arms,0.394,0.868761972823727,"Guns are designed to kill people, we should be doing everything possible to destroy them and stop their production to save lives, allowing people to keep and bear arms does the absolute opposite of this.",77.0
A22487,We should ban telemarketing,against,"no, it would eliminate way to many jobs.",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Should we ban telemarketing,0.565,0.2710996094617592,"no, it would eliminate way to many jobs.",71.0
A23260,We should subsidize journalism,in favor of,jounalism is extremely important to the general public.,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Should we subsidize journalism,0.397,0.9440147150734892,jounalism is extremely important to the general public.,73.0
A23270,Surrogacy should be banned,in favor of,"Carrying a baby is an emotionally difficult experience. There are fluctuations in hormones, as well as the potential for depression during and after a pregnancy.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Should surrogacy be banned,0.423,0.5897751099080958,"Carrying a baby is an emotionally difficult experience. There are fluctuations in hormones, as well as the potential for depression during and after a pregnancy.",77.0
A23273,We should end mandatory retirement,in favor of,Older workers have more experience and expertise than young workers.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Should we end mandatory retirement,0.399,0.594512275903634,Older workers have more experience and expertise than young workers.,69.0
A23447,We should stop the development of autonomous cars,against,"globally, over 1 million people die a year in car crashes.   to be able to have self driving safe cars that save that many lives a year would be outstanding.   robots and self driving cars are the future.",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Should we stop the development of autonomous cars,0.397,0.8961697490653507,"globally, over 1 million people die a year in car crashes.   to be able to have self driving safe cars that save that many lives a year would be outstanding.   robots and self driving cars are the future.",76.0
A23468,We should adopt an austerity regime,against,juggling debt in never a good option compared to paying it off properly.,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,Should we adopt an austerity regime,0.431,0.777845201228871,juggling debt in never a good option compared to paying it off properly.,69.0
A24235,Blockade of the Gaza Strip should be ended,against,palestine has endangered the nation of israel and they should be punished.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Should blockade of the Gaza Strip be ended,0.42,0.9336646385804164,palestine has endangered the nation of israel and they should be punished.,67.0
A24369,We should subsidize embryonic stem cell research,in favor of,diseases can be cured using cells created for embryonic stem cell research.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Should we subsidize embryonic stem cell research,0.398,0.6356751909754271,diseases can be cured using cells created for embryonic stem cell research.,70.0
A24395,We should close Guantanamo Bay detention camp,in favor of,guantanamo bay detention camp should be closed because it is a stain on the reputation of the usa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Should we close Guantanamo Bay detention camp,0.679,0.350576514714337,guantanamo bay detention camp should be closed because it is a stain on the reputation of the usa,66.0
A24401,We should prohibit school prayer,against,Prayer can be a good way to unite a school and help children to focus on the day ahead.,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Should we prohibit school prayer,0.414,0.9869047817348612,Prayer can be a good way to unite a school and help children to focus on the day ahead.,70.0
A24419,The vow of celibacy should be abandoned,against,churches that promote celibacy do so for reasons of their faith and we have no right to say they should abandon those beliefs.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Should the vow of celibacy be abandoned,0.407,0.7999503125783458,churches that promote celibacy do so for reasons of their faith and we have no right to say they should abandon those beliefs.,71.0
A25050,We should end the use of economic sanctions,against,"by using economic sanctions, we can prevent some countries from increasing their weapons thereby protect other countries.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Should we end the use of economic sanctions,0.525,0.4182919536005129,"by using economic sanctions, we can prevent some countries from increasing their weapons thereby protect other countries.",75.0
A25098,We should adopt gender-neutral language,against,"Gendered language has served us for centuries in literature and culture, there is no need to change now.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Should we adopt gender-neutral language,0.424,0.9992884598683368,"Gendered language has served us for centuries in literature and culture, there is no need to change now.",72.0
A25378,We should legalize cannabis,against,"Marijuana is part of drug culture so using it leads to other, much more dangerous drug use.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Should we legalize cannabis,0.406,0.982051819445928,"Marijuana is part of drug culture so using it leads to other, much more dangerous drug use.",75.0
A18333,We should subsidize vocational education,against,Vocational education is not as expensive as pursuing an academic degree and does not need to be subsidized.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Should we subsidize vocational education,0.396,0.2499804876081635,Vocational education is not as expensive as pursuing an academic degree and does not need to be subsidized.,71.0
A19223,We should adopt atheism,against,"Atheism is godless and fundamentally lacking in a coherent moral compass, therefore it should not be adopted.",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,Should we adopt atheism,0.401,0.1179796315258924,"Atheism is godless and fundamentally lacking in a coherent moral compass, therefore it should not be adopted.",70.0
A21178,We should abandon television,against,television is an important and loved form of entertainment and source of information that is endlessly creative and has much untapped potential for art and entertainment.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Should we abandon television,0.401,0.060542293522931,television is an important and loved form of entertainment and source of information that is endlessly creative and has much untapped potential for art and entertainment.,69.0
A23452,We should ban targeted killing,against,"evil has penetrated society, and there are times when there is no other way out to eradicate it than to resort to force, evil can not be overcome with discourses, it is necessary to fight fire with fire.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Should we ban targeted killing,0.435,0.3747531581140369,"evil has penetrated society, and there are times when there is no other way out to eradicate it than to resort to force, evil can not be overcome with discourses, it is necessary to fight fire with fire.",67.0
A08006,We should limit judicial activism,in favor of,a judge shouldnt be able to show their personal views.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,Should we limit judicial activism,0.409,0.5830658248212784,a judge shouldnt be able to show their personal views.,72.0
A18482,Homeschooling should be banned,in favor of,Homeschooling is not regulated and nobody can be sure that the kids have learned anything.,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Should homeschooling be banned,0.434,0.4293361445667429,Homeschooling is not regulated and nobody can be sure that the kids have learned anything.,70.0
A22159,We should subsidize student loans,in favor of,higher education should be a right; subsidized student loans provides all who want to learn with access to an education,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Should we subsidize student loans,0.402,0.7899223897212418,higher education should be a right; subsidized student loans provides all who want to learn with access to an education,70.0
A22160,We should legalize sex selection,in favor of,families should have the right to choose the sex of their babies.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Should we legalize sex selection,0.513,0.6881312634038398,families should have the right to choose the sex of their babies.,71.0
A22232,We should oppose collectivism,against,"No one individuals life is any more intrinsically important or valuable than any other person's life, and therefore we should build societies that value the collective and general public over the individual.",0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Should we oppose collectivism,0.414,0.3617262661267081,"No one individuals life is any more intrinsically important or valuable than any other person's life, and therefore we should build societies that value the collective and general public over the individual.",72.0
A25103,We should ban missionary work,in favor of,"religion has caused so many conflicts across the world, if we ban missionaries, then maybe we can have a more peaceful world where people can respect each other without trying to convert each other.",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Should we ban missionary work,0.434,0.6447768264912923,"religion has caused so many conflicts across the world, if we ban missionaries, then maybe we can have a more peaceful world where people can respect each other without trying to convert each other.",74.0
A25323,Homeopathy brings more harm than good,in favor of,none of the products have been tested and some actually have very harmful effects.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Does homeopathy bring more harm than good,0.432,0.1985294512611536,none of the products have been tested and some actually have very harmful effects.,74.0
C26005,We should abolish the 996 overtime system,against,"Corporate management seeks to maximize profits, and China's 996 overtime system can reduce operating costs, especially labor costs.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Should we abolish the 996 overtime system,0.432,0.9692556890621928,"Corporate management seeks to maximize profits, and China's 996 overtime system can reduce operating costs, especially labor costs.",5.0
C26010,We should give up developing electric vehicles,in favor of,"Market orientation is difficult. In the absence of subsidies, no license restrictions and other policies, whether the sales of pure electric vehicles can still grow steadily is questionable.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Should we give up developing electric vehicles,0.523,0.4919322139268697,"Market orientation is difficult. In the absence of subsidies, no license restrictions and other policies, whether the sales of pure electric vehicles can still grow steadily is questionable.",8.0
C26015,We should ban the trading of virtual currencies.,in favor of,"Cracking down on virtual currencies is not only to ensure the smooth advancement of carbon peak and carbon neutrality, but also to protect the country's financial order.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Should we ban the trading of virtual currencies,0.456,0.6805676959630178,"Cracking down on virtual currencies is not only to ensure the smooth advancement of carbon peak and carbon neutrality, but also to protect the country's financial order.",15.0
C26032,We should protect our privacy in the Internet age.,in favor of,"Extremely serious information asymmetry. It is difficult for individuals to know what information is being collected about them, who is collecting it, and what it is being used for.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Should we protect our privacy in the Internet age,0.411,0.4924484871112912,"Extremely serious information asymmetry. It is difficult for individuals to know what information is being collected about them, who is collecting it, and what it is being used for.",10.0
C26047,We should restrict minors from playing online games.,against,"Ban games for students and they will not go to play basketball, do sports or learn, but will only turn to more vulgar vulgarization more harmful forms of entertainment.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Should we restrict minors from playing online games,0.394,0.390615642600322,"Ban games for students and they will not go to play basketball, do sports or learn, but will only turn to more vulgar vulgarization more harmful forms of entertainment.",9.0
C26051,We should open up three-child policy to encourage childbirth.,against,"No matter what the social policy is, the more the society develops, the more free people are, and the more independent women are. The decline in fertility is an inevitable trend.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Should we open up three-child policy to encourage childbirth,0.563,0.9143713525314024,"No matter what the social policy is, the more the society develops, the more free people are, and the more independent women are. The decline in fertility is an inevitable trend.",8.0
C26063,We should prohibit capital monopoly.,against,"Monopolies can sometimes protect the public interest in infrastructure areas such as energy and transportation, which are vital to the livelihood of the nation.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Should we prohibit capital monopoly,0.432,0.2971408666147345,"Monopolies can sometimes protect the public interest in infrastructure areas such as energy and transportation, which are vital to the livelihood of the nation.",9.0
C26065,We should prevent the disorderly expansion of capital.,in favor of,"Capital combined with Internet technology, using asymmetric advantages such uncontrolled expansion, snatching the rice bowls of small businessmen and vendors, has constituted a violation of the basic ethics of society.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Should we prevent the disorderly expansion of capital,0.4,0.4864354420489686,"Capital combined with Internet technology, using asymmetric advantages such uncontrolled expansion, snatching the rice bowls of small businessmen and vendors, has constituted a violation of the basic ethics of society.",4.0
C26069,We should crack down on unreasonably high incomes.,in favor of,"Strengthen the regulation and adjustment of high income, protect legitimate income according to law, reasonably adjust excessive income, and encourage high-income people and enterprises to give more back to society.",0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Should we crack down on unreasonably high incomes,0.407,0.7872059769909627,"Strengthen the regulation and adjustment of high income, protect legitimate income according to law, reasonably adjust excessive income, and encourage high-income people and enterprises to give more back to society.",9.0
C26078,We should ease the education involution.,in favor of,A society's value of education should not remain &quot;score-only&quot; and &quot;testing-only&quot;.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Should we ease the education involution,0.405,0.8962901694615291,A society's value of education should not remain &quot;score-only&quot; and &quot;testing-only&quot;.,6.0
C26087,We should vigorously develop the countryside.,in favor of,"Unemployment and urbanization when combined are slums and instability, so the rural areas need to be allowed to absorb the unemployed.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Should we vigorously develop the countryside,0.427,0.9197319661060472,"Unemployment and urbanization when combined are slums and instability, so the rural areas need to be allowed to absorb the unemployed.",7.0
